action_queue_id,month_id,period_start,period_end,outlet_id,outlet_name,action_type,action_theme,management_signal,recommended_action,revenue_impact_direction,team_impact_direction,execution_priority_score,manager_note,action_priority_rank,execution_priority
MAQ_01401,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.773375765097192,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,15,normal
MAQ_01402,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.53668117120452,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,16,normal
MAQ_01403,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.423260445373828,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,17,normal
MAQ_01404,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.186565851481152,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,18,normal
MAQ_01405,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.073145125650463,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,19,normal
MAQ_01406,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,25.37474287767426,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,20,normal
MAQ_01407,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.073508522476374,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",21,normal
MAQ_01408,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,23.84290528086672,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",22,normal
MAQ_01409,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,23.41041795223984,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",23,normal
MAQ_01410,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_001,Valletta,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,22.977650425939824,balanced commercial and operational conditions with manageable managerial control needs | Outlet shows staff retail-selling reward potential that can be recognized and replicated.,24,normal
MAQ_01411,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.01350852247637,maintain and monitor treatment line performance within current operating rhythm,25,normal
MAQ_01412,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.61640528086672,maintain and monitor treatment line performance within current operating rhythm,26,normal
MAQ_01413,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.062417952239837,maintain and monitor treatment line performance within current operating rhythm,27,normal
MAQ_01414,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,20.031526188377114,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,28,normal
MAQ_01415,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.950939710950408,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,29,normal
MAQ_01416,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.83751898511972,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,30,normal
MAQ_01417,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.681410868653757,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,31,normal
MAQ_01418,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.34290528086672,maintain and monitor treatment line performance within current operating rhythm,32,normal
MAQ_01419,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.331295548930385,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,33,normal
MAQ_01420,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.056008522476372,maintain and monitor treatment line performance within current operating rhythm,34,normal
MAQ_01421,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.696008522476376,treatment line can support commercial push without materially raising team strain,35,normal
MAQ_01422,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.59590528086672,treatment line can support commercial push without materially raising team strain,36,normal
MAQ_01423,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,18.31641795223984,maintain and monitor treatment line performance within current operating rhythm,37,normal
MAQ_01424,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.29440528086672,treatment line can support commercial push without materially raising team strain,38,normal
MAQ_01425,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.232508522476376,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_01426,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.12790528086672,treatment line can support commercial push without materially raising team strain,40,normal
MAQ_01427,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.127417952239835,treatment line can support commercial push without materially raising team strain,41,normal
MAQ_01428,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.05091795223984,treatment line can support commercial push without materially raising team strain,42,normal
MAQ_01429,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.951917952239835,treatment line can support commercial push without materially raising team strain,43,normal
MAQ_01430,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.875905280866714,treatment line can support commercial push without materially raising team strain,44,normal
MAQ_01431,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.733008522476375,treatment line can support commercial push without materially raising team strain,45,normal
MAQ_01432,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.665508522476372,treatment line can support commercial push without materially raising team strain,46,normal
MAQ_01433,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.35840528086672,treatment line can support commercial push without materially raising team strain,47,normal
MAQ_01434,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.28300852247638,treatment line can support commercial push without materially raising team strain,48,normal
MAQ_01435,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.123917952239836,treatment line can support commercial push without materially raising team strain,49,normal
MAQ_01436,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.925917952239836,treatment line can support commercial push without materially raising team strain,50,normal
MAQ_01437,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.089405280866718,treatment line can support commercial push without materially raising team strain,51,normal
