treatment_health_id,outlet_id,outlet_name,market_context,period_type,period_start,period_end,rolling_window_weeks,treatment_category,treatment_variant,session_duration_min,treatment_key,pricing_position,recommended_sell_price_eur,market_price_median_eur,commercial_market_price_median_eur,benchmark_methodology_status,launch_recommendation_flag,external_demand_proxy_index,external_stress_flag,bookings_count,guest_count,sold_hours,hours_available,utilization_percent,revenue_eur,revpath_eur_per_available_hour,yield_eur_per_sold_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_rate_percent,no_show_rate_percent,complaint_rate_percent,service_recovery_rate_percent,demand_strength_score,yield_quality_score,utilization_contribution_score,retention_quality_score,risk_penalty_score,market_fit_score,treatment_health_score_0_100,treatment_health_band,treatment_health_primary_driver,treatment_health_secondary_driver,treatment_health_risk_flag,treatment_health_action_hint,score_confidence_level,sample_size_observations,minimum_sample_rule_applied,data_coverage_flag,source_dependency_status,qa_status,audit_note,status
THS_00001,MLT_OUTLET_001,Valletta,Malta,monthly,2017-01-01,2017-01-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.883,yes,45,45,45.0,73.0,61.64,2672.1,36.6,59.38,59.38,50.78,17.87,10.4,10.75,4.2,1.16,10.73,100.0,59.38,61.64,42.5525,4.7170000000000005,78.4,71.19,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,45,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00361,MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.828,yes,42,42,42.0,70.0,60.0,2486.4,35.52,59.2,59.2,41.28,16.83,17.47,10.28,2.62,2.42,20.13,100.0,59.2,60.0,35.167500000000004,4.353999999999999,78.4,69.69,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,42,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00362,MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.828,yes,40,40,40.0,68.0,58.82,2694.0,39.62,67.35,67.35,52.49,25.25,14.89,10.18,3.0,1.42,13.18,100.0,67.35,58.82,45.68,4.2379999999999995,84.7,73.89,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,40,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00363,MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.828,yes,44,44,44.0,72.0,61.11,3352.8,46.57,76.2,76.2,40.68,17.53,15.89,7.41,3.28,1.0,8.33,100.0,76.2,61.11,34.8925,3.407,96.4,76.17,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,44,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00364,MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.828,yes,37,37,37.0,65.0,56.92,3593.81,55.29,97.13,97.13,44.07,19.65,11.74,6.27,4.92,1.65,12.34,100.0,97.13,56.92,37.965,3.687,89.2,80.04,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,37,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00365,MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.828,yes,16,16,20.0,48.0,41.67,1519.52,31.66,75.98,94.97,51.93,24.9,16.64,10.83,2.67,2.18,17.7,91.0,75.98,41.67,45.1725,4.486,91.0,71.54,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,16,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00366,MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.828,yes,40,40,40.0,68.0,58.82,2188.8,32.19,54.72,54.72,43.27,20.45,17.12,9.56,4.45,3.26,30.86,100.0,54.72,58.82,37.565,4.8549999999999995,51.4,65.51,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,40,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00367,MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.828,yes,40,40,30.0,58.0,51.72,1322.4,22.8,44.08,33.06,51.9,16.94,13.9,7.97,3.77,2.99,23.4,100.0,44.08,51.72,43.16,4.12,26.200000000000003,59.61,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,40,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00368,MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.828,yes,40,40,30.0,58.0,51.72,2026.0,34.93,67.53,50.65,40.76,19.18,14.41,8.92,4.86,1.83,16.34,100.0,67.53,51.72,35.365,4.499999999999999,96.4,72.38,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,40,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00369,MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.828,yes,40,40,40.0,68.0,58.82,2490.0,36.62,62.25,62.25,49.16,20.43,17.4,6.51,3.54,3.32,29.5,100.0,62.25,58.82,41.9775,3.679,90.1,72.76,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,40,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00370,MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.828,yes,30,30,30.0,58.0,51.72,2385.3,41.13,79.51,79.51,52.5,24.75,16.76,8.31,4.76,1.77,16.11,100.0,79.51,51.72,45.5625,4.2749999999999995,82.0,75.18,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,30,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00371,MLT_OUTLET_001,Valletta,Malta,monthly,2020-02-01,2020-02-29,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.846,yes,43,43,43.0,71.0,60.56,2521.09,35.51,58.63,58.63,57.61,26.28,15.31,7.73,3.01,3.04,26.18,100.0,58.63,60.56,49.777499999999996,3.83,78.4,72.04,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,43,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00372,MLT_OUTLET_001,Valletta,Malta,monthly,2020-02-01,2020-02-29,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.846,yes,41,41,41.0,69.0,59.42,2787.18,40.39,67.98,67.98,42.93,25.43,15.61,8.48,3.14,2.08,15.68,100.0,67.98,59.42,38.555,3.9019999999999997,84.7,73.03,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,41,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00373,MLT_OUTLET_001,Valletta,Malta,monthly,2020-02-01,2020-02-29,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.846,yes,45,45,45.0,73.0,61.64,3501.45,47.97,77.81,77.81,57.46,21.25,11.11,6.06,4.11,2.97,27.16,100.0,77.81,61.64,48.4075,3.6450000000000005,96.4,78.79,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,45,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00374,MLT_OUTLET_001,Valletta,Malta,monthly,2020-02-01,2020-02-29,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.846,yes,38,38,38.0,66.0,57.58,3697.02,56.02,97.29,97.29,49.09,24.62,16.76,10.84,2.16,1.5,13.67,100.0,97.29,57.58,42.972500000000004,4.2,89.2,80.96,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,38,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00375,MLT_OUTLET_001,Valletta,Malta,monthly,2020-02-01,2020-02-29,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.846,yes,16,16,20.0,48.0,41.67,1500.96,31.27,75.05,93.81,55.58,17.89,11.79,7.98,2.4,1.81,16.75,91.0,75.05,41.67,46.1575,3.476,91.0,71.56,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,16,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00376,MLT_OUTLET_001,Valletta,Malta,monthly,2020-02-01,2020-02-29,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.846,yes,41,41,41.0,69.0,59.42,2298.87,33.32,56.07,56.07,51.25,22.86,16.5,9.98,2.75,3.54,26.61,100.0,56.07,59.42,44.1525,4.527,51.4,67.02,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,41,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00377,MLT_OUTLET_001,Valletta,Malta,monthly,2020-02-01,2020-02-29,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.846,yes,41,41,30.75,58.75,52.34,1347.67,22.94,43.83,32.87,45.18,19.68,12.18,6.26,3.65,2.74,22.38,100.0,43.83,52.34,38.805,3.521,26.200000000000003,59.01,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,41,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00378,MLT_OUTLET_001,Valletta,Malta,monthly,2020-02-01,2020-02-29,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.846,yes,41,41,30.75,58.75,52.34,2069.68,35.23,67.31,50.48,54.11,19.43,12.89,8.02,2.21,2.92,23.84,100.0,67.31,52.34,45.44,3.6529999999999996,96.4,74.12,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,41,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00379,MLT_OUTLET_001,Valletta,Malta,monthly,2020-02-01,2020-02-29,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.846,yes,41,41,41.0,69.0,59.42,2428.43,35.19,59.23,59.23,51.55,24.06,14.69,7.87,4.83,1.56,12.98,100.0,59.23,59.42,44.677499999999995,4.122,90.1,72.54,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,41,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00380,MLT_OUTLET_001,Valletta,Malta,monthly,2020-02-01,2020-02-29,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.846,yes,31,31,31.0,59.0,52.54,2471.01,41.88,79.71,79.71,44.97,21.18,17.82,6.51,2.83,1.19,10.15,100.0,79.71,52.54,39.0225,3.0399999999999996,82.0,74.43,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,31,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00381,MLT_OUTLET_001,Valletta,Malta,monthly,2020-03-01,2020-03-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.274,yes,14,14,14.0,42.0,33.33,768.6,18.3,54.9,54.9,26.05,13.9,8.23,27.71,6.57,2.18,17.89,84.0,54.9,33.33,23.012500000000003,10.72,78.4,57.89,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00382,MLT_OUTLET_001,Valletta,Malta,monthly,2020-03-01,2020-03-31,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.274,yes,13,13,13.0,41.0,31.71,797.42,19.45,61.34,61.34,27.25,10.15,5.72,20.64,7.03,2.84,26.79,80.5,61.34,31.71,22.975,8.869,84.7,59.27,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00383,MLT_OUTLET_001,Valletta,Malta,monthly,2020-03-01,2020-03-31,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.274,yes,15,15,15.0,43.0,34.88,1076.55,25.04,71.77,71.77,34.27,10.38,4.55,18.77,6.38,2.68,23.42,87.5,71.77,34.88,28.2975,8.081,96.4,66.2,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,15,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00384,MLT_OUTLET_001,Valletta,Malta,monthly,2020-03-01,2020-03-31,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.274,yes,12,12,12.0,40.0,30.0,1102.32,27.56,91.86,91.86,34.48,10.01,8.06,20.67,6.08,2.98,25.97,77.0,91.86,30.0,28.3625,8.621,89.2,66.94,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00385,MLT_OUTLET_001,Valletta,Malta,monthly,2020-03-01,2020-03-31,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.274,yes,5,5,6.25,34.25,18.25,432.35,12.62,69.18,86.47,32.99,15.57,4.64,20.71,8.99,1.43,13.46,52.5,69.18,18.25,28.634999999999998,9.196,91.0,54.2,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,5,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00386,MLT_OUTLET_001,Valletta,Malta,monthly,2020-03-01,2020-03-31,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.274,yes,13,13,13.0,41.0,31.71,686.4,16.74,52.8,52.8,28.81,13.61,8.08,26.83,7.01,2.14,16.14,80.5,52.8,31.71,25.009999999999998,10.58,51.4,53.41,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00387,MLT_OUTLET_001,Valletta,Malta,monthly,2020-03-01,2020-03-31,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.274,yes,13,13,9.75,37.75,25.83,398.06,10.54,40.83,30.62,34.36,11.19,9.04,20.53,8.25,1.53,13.51,80.5,40.83,25.83,28.5675,8.940000000000001,26.200000000000003,47.16,critical,commercial_performance,market_misalignment,risk_normal,review pricing demand leakage and treatment mix,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00388,MLT_OUTLET_001,Valletta,Malta,monthly,2020-03-01,2020-03-31,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.274,yes,13,13,9.75,37.75,25.83,625.69,16.57,64.17,48.13,26.5,8.74,8.49,19.02,6.04,3.56,29.8,80.5,64.17,25.83,22.06,8.229999999999999,96.4,60.2,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00389,MLT_OUTLET_001,Valletta,Malta,monthly,2020-03-01,2020-03-31,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.274,yes,13,13,13.0,41.0,31.71,732.42,17.86,56.34,56.34,20.14,12.72,7.68,22.34,9.62,2.79,22.24,80.5,56.34,31.71,18.285,10.145999999999999,90.1,57.87,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00390,MLT_OUTLET_001,Valletta,Malta,monthly,2020-03-01,2020-03-31,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.274,yes,10,10,10.0,38.0,26.32,745.4,19.62,74.54,74.54,33.16,13.91,4.08,18.91,7.0,1.7,13.44,70.0,74.54,26.32,28.347499999999997,8.113,82.0,59.75,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00391,MLT_OUTLET_001,Valletta,Malta,monthly,2020-04-01,2020-04-30,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.28,yes,14,14,14.0,42.0,33.33,773.64,18.42,55.26,55.26,26.88,13.86,7.64,20.48,6.31,2.88,22.1,84.0,55.26,33.33,23.625,8.613,78.4,58.24,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00392,MLT_OUTLET_001,Valletta,Malta,monthly,2020-04-01,2020-04-30,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.28,yes,13,13,13.0,41.0,31.71,828.75,20.21,63.75,63.75,32.34,15.46,7.27,26.38,10.03,1.56,13.63,80.5,63.75,31.71,28.120000000000005,11.235,84.7,60.48,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00393,MLT_OUTLET_001,Valletta,Malta,monthly,2020-04-01,2020-04-30,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.28,yes,15,15,15.0,43.0,34.88,1086.9,25.28,72.46,72.46,21.03,10.97,9.52,25.38,8.61,2.64,22.61,87.5,72.46,34.88,18.515,10.725,96.4,64.59,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,15,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00394,MLT_OUTLET_001,Valletta,Malta,monthly,2020-04-01,2020-04-30,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.28,yes,13,13,13.0,41.0,31.71,1162.59,28.36,89.43,89.43,30.0,14.3,6.73,21.68,10.48,2.76,22.11,80.5,89.43,31.71,26.075,10.2,89.2,66.94,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00395,MLT_OUTLET_001,Valletta,Malta,monthly,2020-04-01,2020-04-30,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.28,yes,5,5,6.25,34.25,18.25,444.45,12.98,71.11,88.89,29.74,15.49,4.38,22.28,8.21,3.31,26.75,52.5,71.11,18.25,26.1775,9.809000000000001,91.0,54.23,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,5,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00396,MLT_OUTLET_001,Valletta,Malta,monthly,2020-04-01,2020-04-30,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.28,yes,13,13,13.0,41.0,31.71,672.49,16.4,51.73,51.73,27.54,8.45,6.95,18.22,7.51,3.6,27.73,80.5,51.73,31.71,22.767500000000002,8.439,51.4,52.97,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
